fc_zscore_z16	fc_zscore_d15	fc_zscore_z15	fc_zscore_sharma	fc_zscore_zeis	fc_zscore_tasic	grand_mean	gene
34.1059888760211	42.2436044724422	33.8099739645198	25.1185380560414	40.1364913088957	30.2928982956147	33.9579814202704	PLP1
24.2820203688215	20.5940531755441	49.0378552393626	21.925658374987	20.037966180287	22.8197781376385	22.3727182563127	MBP
24.3011735631281	14.9151061268529	11.0368674084762	1.90565556282672	32.1987836439013	27.3241149955976	19.6081398449905	TF
18.6480408866722	18.0831897878619	12.7365859241912	13.9732195679139	18.0355972576019	20.0742957913468	18.0593935227319	ENPP2
12.7470258244302	16.7228778045518	28.2922849247627	24.7607321135838	14.5080016853088	19.3181803401258	18.0205290723388	CLDN11
11.1920050718783	16.2163403559176	21.4602431158402	15.5997003135738	19.6424191635893	25.03825805737	17.9293797597534	CNP
25.8983781719715	9.13978666085209	27.0552342037482	17.0702891958522	18.2000227972696	12.0050902725867	17.6351559965609	MOBP
3.97214411389608	0.447018907871183	24.6752625453783	14.2433137109874	23.857258951035	16.7767397200379	15.5100267155127	MOG
12.190096889278	10.3655631374446	17.7505177117752	14.7894837430747	20.1735052596162	16.1220317962402	15.4557577696574	UGT8
20.5182807686222	17.3682148490653	10.400004377809	4.30837759234987	19.1737287679038	12.063199886122	14.7157073675936	ERMN
0.517707479866853	7.35311884701391	23.7208572020265	25.6087114120101	16.2589388618288	12.663708658423	14.4613237601259	MAG
20.04522628159	11.2219296935744	12.031845584309	-0.17509478399104	17.6411551511112	15.0389388607599	13.5353922225344	CRYAB
4.61113467151934	7.93251677655608	24.5792730625808	9.44032412650571	26.5312101319225	16.3332047816791	12.8867644540924	MAL
16.9274236348725	16.9822731775017	8.3498187812617	7.38550272019528	14.1916730689713	10.8494964638195	12.5205847663954	QDPR
12.7794688187792	3.76809222088497	12.1753179843772	15.7608683927667	8.51580527476052	13.8060564038258	12.4773934015782	PLLP
-0.115416944331781	-0.201418605503819	13.6735615775661	10.5824184014361	14.1084286687266	15.8946968183187	12.1279899895011	TSPAN2
22.797429985486	11.6554598304681	11.3416239923373	0.444876699709308	27.8049015321923	11.7820380307542	11.7187489306111	APOD
18.7277361091822	10.1361871561687	13.9909197065105	6.085059030397	7.78656798060038	11.3561431258903	10.7461651410295	OPALIN
16.2304710594713	6.69327450675888	14.6698927191744	15.1590520768142	3.43414728638336	6.35167574416278	10.6815836129666	BCAS1
3.97342540531068	10.5736748789019	9.02203556070868	11.0713731882941	4.66497270297894	10.4360403345548	9.72903794763172	GLTP
9.38143789934972	10.0663895281155	-0.0644827916513209	-0.17509478399104	10.6152273300538	17.5848451213923	9.72391371373262	CD9
17.6690698505625	7.90940831028409	7.35870111709739	4.19046138204993	11.3487663072414	11.9208812825095	9.62908730876273	DBNDD2
8.84929414173437	4.82160055865576	10.94964862543	9.56347108884775	9.14738499566282	11.7809504676202	9.35542804225529	GPR37
2.77690975830937	9.5969663582367	3.46777292621193	9.00111538789797	21.4168737505472	17.7002612815013	9.29904087306733	CA2
10.2668940139635	11.2344163219921	4.92410433589745	3.86457425248723	12.6738026380906	8.09744548901441	9.18216975148895	SCD
0.825569143026852	0.146803112557448	12.2017114347776	5.2203329356536	12.5252773693951	14.8370322341919	8.71102218521561	CMTM5
5.84545744565879	12.3069830461962	2.77917864489299	8.42056962821615	8.78594430158553	8.75773873346754	8.58915418084184	SLC12A2
12.9483647441504	1.93470334327754	11.01640249462	8.6260729029833	6.07401784964218	7.808283789795	8.21717834638915	TMEFF2
7.17414954688066	0.859093555575057	9.23720010764427	2.36349728792917	14.6584489483902	10.6003926258721	8.20567482726247	ASPA
0.853852896229104	2.41380594033711	11.9875433398711	13.148765232616	5.77205997890752	10.1847468095617	7.9784033942346	SIRT2
-0.115416944331781	-0.202489419041565	12.2933083230881	14.8278565822251	12.1113416376335	3.838444614294	7.97489312596375	TMEM88B
-0.115714118871568	-0.202489419041565	9.40384009144401	11.8124855886859	12.1529403090611	6.4767713629795	7.94030572721175	PDLIM2
7.55119574045165	2.15216181612446	9.83763939025168	-0.17509478399104	8.7248294447992	7.83478473396823	7.69299023720994	NDRG1
-0.115416944331781	-0.0513823163619553	3.55392797879942	18.1709274812282	10.770158154895	22.1321734805252	7.16204306684719	PTGDS
11.1449661417994	2.72026414762217	11.8988173541925	15.4153354730753	0.789758215010973	0.148347458577964	6.9326151447108	SH3GL3
13.2957042244069	3.91009006413773	9.76876989140256	0.00944905597472534	4.02196199375191	11.9927850364006	6.89536594257724	LPAR1
-0.115416944331781	7.49017849871961	11.6109559856231	16.414947738177	6.26907816791351	0.766258562238603	6.87962833331656	S100B
9.55620166496853	12.5509273224431	4.03722835682751	-0.17509478399104	1.8875391737085	11.517941234215	6.79671501089802	EVI2A
7.60880443884585	4.77234946317089	8.80271068939246	8.4407034323892	5.72601442220228	5.78897899970731	6.69889171927658	SLC44A1
2.77365567141277	8.26652651816929	4.20056472301742	-0.17509478399104	10.9598405437999	8.57156146499668	6.23354562059335	RNF13
5.24318723972308	5.00640865636206	14.5223268079528	14.2869190483672	5.75209597626223	6.44261419577177	6.097355086017	TUBB4A
4.33578699731941	2.45803828748435	12.2037199032135	11.4254070127773	4.67144852993846	7.47134209554896	6.07139531274371	GJB1
6.88912463706648	3.23803354637118	4.40101357138374	5.13499650159551	6.56817603859933	10.2150894533665	5.85158627009742	JAM3
7.11442738549489	4.89001529937146	12.5481663160934	6.22771268842267	5.3804246240666	2.7612070264679	5.80406865624464	APLP1
