fc_zscore_z16	fc_zscore_d15	fc_zscore_z15	fc_zscore_sharma	fc_zscore_zeis	fc_zscore_tasic	grand_mean	gene
22.6529940844709	14.7773747598794	9.50412882169095	10.6119711190873	15.2063615283094	14.3504138680211	14.5638943139502	SNAP25
11.3525542064575	21.4087238711876	15.8056204985272	6.39030515950028	14.6836338420289	10.458863044676	13.0180940242432	MEG3
23.3115261599565	17.8722029240715	11.2349232411593	7.75263267101755	13.6294420325526	10.0906558521802	12.432182636856	SYT1
20.9343707234961	14.8928402386632	8.9479566702008	7.55124409229719	14.6792974794125	7.72522557611283	11.8136270748067	RTN1
17.1639131758409	11.213563060746	14.1729606718086	12.0412664747962	11.4154062180562	8.495207688776	11.7283363464262	STMN2
-0.175707833963345	3.74825606952357	12.3416455120733	11.2931027768053	10.9821722037885	10.6195733115596	10.800872757674	NDRG4
19.2624248325366	12.9772918325686	5.73693676115176	8.15589364495148	8.48152030449345	10.9032362336987	9.6923782690961	VSNL1
12.2888478771337	10.4268394532126	3.10677069139316	5.87763162463146	17.0303301092804	7.00637204921646	8.71660575121454	ATP1B1
17.370023429996	12.2928227873618	6.75802577506572	8.73758596284687	5.00162090652801	8.32313256232405	8.53035926258546	SCG2
-0.110576091804365	1.20887829606539	10.603304253068	9.24207480968161	14.9426525771013	7.79027171457185	8.51617326212673	STMN3
10.4099088106278	4.96513854839011	8.4894192747431	5.8380308651235	8.12115453207649	7.98791226499961	8.05453339853805	MLLT11
8.84057845887366	8.50131214007431	4.40001541610668	3.95218369723492	8.35458173360613	7.56112822931266	7.9578549814594	NAPB
15.170708443857	0.473167791140047	21.6039448380789	19.0782107194327	-0.369931647350765	-0.147331839338311	7.82193811749851	SST
20.6158934542865	7.57464789077953	9.79011199405259	6.86101638562439	7.93530773778027	4.94026708026294	7.7549778142799	UCHL1
16.3721015144244	12.7175425389458	8.43109451567691	7.00864295064604	-0.0996897012842494	2.8095119972177	7.71986873316148	GAD1
10.3638333961646	8.79927881257909	3.26983888765748	4.32174813606103	11.4173305741012	6.63029194967709	7.71478538112809	SCG5
9.09484224934374	14.5107972561754	2.10911331061344	2.16512542517358	9.63106195768184	6.21354419712168	7.65419322323271	SCN2A
17.5441815522688	13.1729291464466	1.21445754636989	3.05347374277952	7.37690410537338	7.86451942984258	7.62071176760798	GABRA1
8.06544260493767	11.8976211743161	7.33281565292315	4.72998550727825	4.20576927112507	7.80933347995721	7.57107456644018	STXBP1
-0.175707833963345	0.0993165903775947	18.0367579568751	6.45064408171057	14.1559572522662	8.40846379416151	7.42955393793604	SNHG11
23.7160516329212	7.10720087798125	6.17130182214198	7.68470387216173	7.64982970512527	0.389056014374469	7.37851529155326	CCK
2.89330495675317	2.75435590952225	13.1917099956657	6.32246622629635	10.9621829295065	8.33751421033078	7.32999021831357	ATP1A3
13.2193749829352	14.1529582150541	0.772895309795489	2.00164841379668	6.38012912523388	8.12897598475102	7.25455255499245	GABRB2
14.0438064563183	8.81632853818799	5.28007336287895	5.61477488768391	5.45285473963348	8.86748416799909	7.21555171293595	GABRG2
8.62595320409963	1.96834410377153	9.67708850592581	6.32930429283875	4.94511796681709	7.81778651488952	7.07354540386414	SYT4
-0.175707833963345	9.39043758662181	9.0530141573345	1.37213930541587	8.91203188201129	5.11308278193781	7.01255733197455	OLFM1
11.2098623676434	8.09748496283312	6.90993950000754	5.6371855726798	3.65446775438533	7.00865299419327	6.95929624710041	BEX1
-0.175707833963345	0.400410886602401	7.49742677830512	6.98255818222008	6.80998637912537	8.19701382462578	6.89627228067273	PRKAR1B
2.09821301066399	3.24579212134066	10.793408570946	6.05822070677587	7.16996901074371	7.22442778067846	6.61409485875979	SYP
9.06269639716401	5.61865383085521	5.41982018979811	8.4712808074614	3.52230026778379	7.28077994519778	6.4497168880265	GNG3
7.21163744191337	7.51082636805965	3.00669055039947	4.36490115642286	6.69142215014625	6.18570221470837	6.43856218242731	PGM2L1
11.0605598247668	1.55950452288989	7.23165669306647	5.53955240842165	10.9500303368829	2.56259295779742	6.38560455074406	BASP1
5.10107550977267	5.95751064053125	11.2018032628421	6.78075304340498	8.75321284322964	3.47725181079682	6.36913184196811	CELF4
8.47175284031154	3.68053312306891	7.50318649095711	3.85862687880587	8.89098997461165	5.16220780969995	6.33269715032853	YWHAG
8.43952571716282	5.5099356898149	7.16091489903913	4.77620808119747	5.18528661631546	7.1452847300919	6.3276102099534	CHGB
-0.175707833963345	0.729985759618475	13.9021767424404	11.6946538973965	4.8231752003498	7.77000045360573	6.29658782697776	TUBB3
7.59265456270674	4.35435517913147	7.57023010508774	3.33187742263942	8.39100539219708	4.93666287551568	6.25344649030171	GRIA1
11.929924716181	4.62221857765822	9.20897325028699	7.72201994776058	0.645629734442107	1.30920143880885	6.1721192627094	INA
10.2874159537352	4.84102218096758	2.59194716054728	3.141071557146	10.2342285121155	7.4749428590562	6.15798252001189	YWHAH
8.79769515541408	2.20516919103847	7.72627503387737	3.1259740355633	8.52196158072083	4.57252823457442	6.1494016342259	SYN2
4.28147396298029	1.81806221040498	6.9203371434843	5.58638830026983	7.32700252999253	6.69224225742041	6.13931527884512	RAB3A
7.28984819458601	-0.117701354407501	4.81207031880511	5.29582631125939	6.97926238066028	9.49373943786873	6.13754434595983	ATP6V1G2
1.43512693367622	2.65608121458541	7.18485450062636	6.33875575251814	5.93149690913234	6.28044752342826	6.1059722162803	RAB6B
0.8131366834377	0.774370610824206	14.3243554241045	9.69795729134251	7.77985409113198	4.36369568255671	6.07177488684435	GAP43
